file,class,code,start_pos,end_pos,duration_s,ttf_start_h,ttf_end_h
E02_12,E02,E011,316542,316956,415,80.23833333333333,80.12333333333333
E02_12,E02,E003,316957,317215,259,80.12305555555555,80.0513888888889
E02_12,E02,E011,317216,317216,1,80.05111111111111,80.05111111111111
E02_12,E02,E003,317217,317691,475,80.05083333333333,79.91916666666667
E02_12,E02,E011,317692,317984,293,79.91888888888889,79.83777777777777
E02_12,E02,E003,317985,318029,45,79.8375,79.82527777777777
E02_12,E02,E011,318030,318158,129,79.825,79.78944444444444
E02_12,E02,E003,318159,318480,322,79.78916666666667,79.7
E02_12,E02,E011,318481,318764,284,79.69972222222222,79.6211111111111
E02_12,E02,E003,318765,318765,1,79.62083333333334,79.62083333333334
E02_12,E02,E011,318766,318908,143,79.62055555555555,79.58111111111111
E02_12,E02,E003,318909,318909,1,79.58083333333333,79.58083333333333
E02_12,E02,E011,318910,319041,132,79.58055555555555,79.54416666666667
E02_12,E02,E003,319042,319062,21,79.54388888888889,79.53833333333333
E02_12,E02,E011,319063,319063,1,79.53805555555556,79.53805555555556
E02_12,E02,E003,319064,319359,296,79.53777777777778,79.45583333333333
E02_12,E02,E011,319360,319609,250,79.45555555555555,79.38638888888889
E02_12,E02,E003,319610,319616,7,79.3861111111111,79.38444444444444
E02_12,E02,E011,319684,319856,173,79.36555555555556,79.31777777777778
E02_12,E02,E011,319858,319909,52,79.31722222222223,79.30305555555556
E02_12,E02,E011,319941,319941,1,79.29416666666667,79.29416666666667
E02_12,E02,E011,320405,320669,265,79.16527777777777,79.09194444444445
E02_12,E02,E011,320671,320810,140,79.09138888888889,79.05277777777778
E02_12,E02,E016,604800,604894,95,0.16666666666666666,0.14055555555555554
E02_13,E02,E011,156024,165098,9075,103.10861111111112,100.58805555555556
E02_13,E02,E003,242887,251332,8446,78.98,76.63416666666667
E02_13,E02,E011,329210,337416,8207,55.00138888888889,52.721944444444446
E02_13,E02,E011,412742,513321,100580,31.798055555555557,3.8594444444444442
E02_13,E02,E016,526615,526895,281,0.16666666666666666,0.08888888888888889
E02_14,E02,E016,124425,124461,37,0.16666666666666666,0.15666666666666668
E02_15,E02,E016,604800,604861,62,0.16666666666666666,0.14972222222222223
E02_16,E02,E028,95386,95422,37,141.67055555555555,141.66055555555556
E02_16,E02,E016,604800,604872,73,0.16666666666666666,0.14666666666666667
E02_17,E02,E007,391,695,305,109.95194444444445,109.8675
E02_17,E02,E029,333558,333647,90,17.405555555555555,17.38083333333333
E02_17,E02,E016,395618,395701,84,0.16666666666666666,0.1436111111111111
E02_17,E02,E011,395723,395782,60,0.1375,0.12111111111111111
E02_3,E02,E016,604094,604209,116,0.1661111111111111,0.13416666666666666
E02_3,E02,E029,604326,604375,50,0.10166666666666667,0.08805555555555555
E02_4,E02,E016,507227,507486,260,0.07194444444444445,0.0
E02_5,E02,E011,29369,41829,12461,160.00666666666666,156.54555555555555
E02_5,E02,E011,112293,128567,16275,136.97222222222223,132.45166666666665
E02_5,E02,E029,367401,388477,21077,66.10888888888888,60.254444444444445
E02_5,E02,E011,453809,474623,20815,42.10666666666667,36.325
E02_5,E02,E029,540207,560820,20614,18.107222222222223,12.381388888888889
E02_5,E02,E016,604793,604963,171,0.16666666666666666,0.11944444444444445
E02_5,E02,E009,604970,604977,8,0.1175,0.11555555555555555
E02_6,E02,E016,604798,604922,125,0.16472222222222221,0.13027777777777777
E02_7,E02,E029,10344,10351,8,165.2925,165.29055555555556
E02_7,E02,E003,62565,79821,17257,150.78666666666666,145.99333333333334
E02_7,E02,E029,79966,80495,530,145.95305555555555,145.8061111111111
E02_7,E02,E029,80824,80834,11,145.71472222222224,145.71194444444444
E02_7,E02,E029,137459,137492,34,129.98277777777778,129.9736111111111
E02_7,E02,E029,148531,165803,17273,126.90722222222222,122.10944444444445
E02_7,E02,E003,204307,263666,59360,111.41388888888889,94.92527777777778
E02_7,E02,E012,263674,263924,251,94.92305555555555,94.8536111111111
E02_7,E02,E029,264014,264306,293,94.82861111111112,94.7475
E02_7,E02,E029,266665,266705,41,94.09222222222222,94.08111111111111
E02_7,E02,E029,266745,268836,2092,94.07,93.48916666666666
E02_7,E02,E029,275879,277672,1794,91.53277777777778,91.03472222222223
E02_7,E02,E029,284562,285273,712,89.12083333333334,88.92333333333333
E02_7,E02,E029,339101,339360,260,73.97111111111111,73.89916666666667
E02_7,E02,E029,355743,358296,2554,69.34833333333333,68.63916666666667
E02_7,E02,E029,360865,361283,419,67.92555555555556,67.80944444444444
E02_7,E02,E029,377420,377621,202,63.32694444444444,63.27111111111111
E02_7,E02,E029,383481,384889,1409,61.64333333333333,61.25222222222222
E02_7,E02,E003,408847,424921,16075,54.59722222222222,50.132222222222225
E02_7,E02,E012,424931,424974,44,50.129444444444445,50.1175
E02_7,E02,E029,449122,449129,8,43.40972222222222,43.40777777777778
E02_7,E02,E003,582262,598103,15842,6.426388888888889,2.026111111111111
E02_7,E02,E029,600192,600206,15,1.4458333333333333,1.4419444444444445
E02_7,E02,E016,604797,605062,266,0.16666666666666666,0.09305555555555556
E02_7,E02,E029,605099,605108,10,0.08277777777777778,0.08027777777777778
E02_8,E02,E016,563539,563621,83,0.1663888888888889,0.1436111111111111
E02_9,E02,E029,430986,431016,31,48.44833333333333,48.44
E02_9,E02,E029,482417,482443,27,34.161944444444444,34.15472222222222
E02_9,E02,E029,513930,514524,595,25.408333333333335,25.243333333333332
E02_9,E02,E003,514597,514601,5,25.223055555555554,25.221944444444443
E02_9,E02,E016,604800,605400,601,0.16666666666666666,0.0
E03_0,E03,E003,71308,77352,6045,148.35888888888888,146.68
E03_0,E03,E003,157630,164019,6390,124.38055555555556,122.60583333333334
E03_0,E03,E003,244341,250264,5924,100.29416666666667,98.64888888888889
E03_0,E03,E003,330972,345880,14909,76.23,72.08888888888889
E03_0,E03,E003,567270,601277,34008,10.591666666666667,1.1452777777777778
E03_0,E03,E028,604800,604828,29,0.16666666666666666,0.15888888888888889
E03_1,E03,E003,0,294,295,168.16666666666666,168.085
E03_1,E03,E003,79220,86651,7432,146.1611111111111,144.09694444444443
E03_1,E03,E003,166612,173031,6420,121.88555555555556,120.1025
E03_1,E03,E003,253023,259314,6292,97.8825,96.135
E03_1,E03,E003,339342,345671,6330,73.905,72.14694444444444
E03_1,E03,E003,598585,604780,6196,1.8930555555555555,0.17222222222222222
E03_1,E03,E028,604800,604842,43,0.16666666666666666,0.155
E03_10,E03,E028,604800,604808,9,0.16666666666666666,0.16444444444444445
E03_11,E03,E029,604622,604697,76,0.21611111111111111,0.19527777777777777
E03_11,E03,E028,604800,604816,17,0.16666666666666666,0.1622222222222222
E03_12,E03,E029,73755,73766,12,147.67916666666667,147.6761111111111
E03_12,E03,E028,604800,604819,20,0.16666666666666666,0.1613888888888889
E03_13,E03,E029,218334,236528,18195,107.51833333333333,102.46444444444444
E03_13,E03,E029,403802,405835,2034,55.99944444444444,55.43472222222222
E03_13,E03,E028,604800,605375,576,0.16666666666666666,0.006944444444444444
E03_14,E03,E003,75868,85908,10041,147.09222222222223,144.30333333333334
E03_14,E03,E003,335126,344288,9163,75.07611111111112,72.53111111111112
E03_14,E03,E003,421475,431406,9932,51.09027777777778,48.33166666666666
E03_14,E03,E003,507908,518110,10203,27.08111111111111,24.247222222222224
E03_14,E03,E003,594279,604409,10131,3.089166666666667,0.2752777777777778
E03_14,E03,E028,604800,604830,31,0.16666666666666666,0.15833333333333333
E03_15,E03,E011,513769,518246,4478,25.453055555555554,24.209444444444443
E03_15,E03,E003,601409,604784,3376,1.1086111111111112,0.1711111111111111
E03_15,E03,E028,604800,604970,171,0.16666666666666666,0.11944444444444445
E03_16,E03,E003,340219,352689,12471,73.66111111111111,70.19722222222222
E03_16,E03,E003,599925,604787,4863,1.5205555555555557,0.17
E03_16,E03,E028,604800,605261,462,0.1663888888888889,0.03833333333333333
E03_17,E03,E003,0,203,204,168.16666666666666,168.11027777777778
E03_17,E03,E003,80810,86563,5754,145.71944444444443,144.1213888888889
E03_17,E03,E003,167694,172842,5149,121.585,120.155
E03_17,E03,E003,254712,259277,4566,97.41333333333333,96.14527777777778
E03_17,E03,E003,340997,345616,4620,73.44527777777778,72.16222222222223
E03_17,E03,E003,417101,451312,34212,52.305277777777775,42.80222222222222
E03_17,E03,E003,600020,604735,4716,1.4944444444444445,0.18472222222222223
E03_17,E03,E028,604800,604809,10,0.16666666666666666,0.16416666666666666
E03_2,E03,E029,138451,139116,666,129.70805555555555,129.52333333333334
E03_2,E03,E028,604800,604997,198,0.16666666666666666,0.11194444444444444
E03_3,E03,E012,591146,591271,126,3.9594444444444443,3.924722222222222
E03_3,E03,E003,604657,604749,93,0.2063888888888889,0.18083333333333335
E03_3,E03,E028,604800,604866,67,0.16666666666666666,0.14833333333333334
E03_4,E03,E003,6183,7213,1031,166.44916666666666,166.16305555555556
E03_4,E03,E029,78163,166108,87946,146.45472222222222,122.02555555555556
E03_4,E03,E029,182838,182846,9,117.37833333333333,117.37611111111111
E03_4,E03,E003,419284,425185,5902,51.69888888888889,50.05972222222222
E03_4,E03,E003,505684,511573,5890,27.698888888888888,26.063055555555554
E03_4,E03,E003,592084,598140,6057,3.698888888888889,2.0166666666666666
E03_4,E03,E028,604800,604830,31,0.16666666666666666,0.15833333333333333
E03_5,E03,E028,604800,604869,70,0.16666666666666666,0.1475
E03_6,E03,E029,82978,83634,657,145.11638888888888,144.93416666666667
E03_6,E03,E029,441287,512713,71427,45.58611111111111,25.745555555555555
E03_6,E03,E028,604800,604814,15,0.16583333333333333,0.16194444444444445
E03_7,E03,E003,0,318,319,168.16666666666666,168.07833333333335
E03_7,E03,E003,68391,95789,27399,149.16916666666665,141.5586111111111
E03_7,E03,E003,251090,259392,8303,98.41944444444445,96.11333333333333
E03_7,E03,E003,337491,345729,8239,74.41916666666667,72.13083333333333
E03_7,E03,E003,423891,431955,8065,50.41916666666667,48.17916666666667
E03_7,E03,E003,510292,518632,8341,26.41888888888889,24.102222222222224
E03_7,E03,E028,604800,604978,179,0.16666666666666666,0.11722222222222223
E03_8,E03,E003,41953,50603,8651,156.51305555555555,154.11027777777778
E03_8,E03,E003,118443,147350,28908,135.26583333333335,127.23611111111111
E03_8,E03,E003,301103,310132,9030,84.52694444444444,82.0188888888889
E03_8,E03,E003,387557,396410,8854,60.511944444444445,58.05277777777778
E03_8,E03,E028,604800,604871,72,0.16666666666666666,0.14694444444444443
E03_9,E03,E029,122395,122493,99,134.16805555555555,134.14083333333335
E03_9,E03,E029,175186,184473,9288,119.5038888888889,116.92416666666666
E03_9,E03,E012,293077,293166,90,86.75638888888889,86.73166666666667
E03_9,E03,E003,604349,604772,424,0.29194444444444445,0.17444444444444446
E03_9,E03,E028,604800,605400,601,0.16666666666666666,0.0
E04_0,E04,E003,409589,415395,5807,54.39194444444445,52.77916666666667
E04_0,E04,E029,604800,605168,369,0.16666666666666666,0.06444444444444444
E04_1,E04,E003,409330,415142,5813,54.46388888888889,52.849444444444444
E04_1,E04,E029,604800,604914,115,0.16666666666666666,0.135
E04_10,E04,E003,255424,259155,3732,97.21555555555555,96.17916666666666
E04_10,E04,E003,259201,259222,22,96.16638888888889,96.16055555555556
E04_10,E04,E029,604800,605116,317,0.16666666666666666,0.07888888888888888
E04_11,E04,E003,870,8751,7882,167.925,165.73583333333335
E04_11,E04,E003,173703,181013,7311,119.91583333333334,117.88527777777777
E04_11,E04,E003,432858,440565,7708,47.928333333333335,45.7875
E04_11,E04,E029,604800,605400,601,0.16666666666666666,0.0
E04_12,E04,E011,398,9820,9423,168.0561111111111,165.4388888888889
E04_12,E04,E011,86655,96183,9529,144.09583333333333,141.44916666666666
E04_12,E04,E011,173186,182162,8977,120.05944444444444,117.56611111111111
E04_12,E04,E011,249712,278911,29200,98.80222222222223,90.6913888888889
E04_12,E04,E011,432356,441692,9337,48.06777777777778,45.474444444444444
E04_12,E04,E011,518790,527970,9181,24.058333333333334,21.508333333333333
E04_12,E04,E029,604800,605400,601,0.16666666666666666,0.0
E04_13,E04,E012,226021,226023,3,105.38305555555556,105.3825
E04_13,E04,E012,334978,335803,826,75.11722222222222,74.88805555555555
E04_13,E04,E011,465775,471663,5889,38.78472222222222,37.149166666666666
E04_13,E04,E011,494127,494833,707,30.909166666666668,30.713055555555556
E04_13,E04,E029,604800,605400,601,0.16666666666666666,0.0
E04_14,E04,E003,3401,9863,6463,167.22194444444443,165.42694444444444
E04_14,E04,E012,9877,9943,67,165.42305555555555,165.40472222222223
E04_14,E04,E003,262648,268972,6325,95.2088888888889,93.45222222222222
E04_14,E04,E012,268989,269034,46,93.4475,93.435
E04_14,E04,E003,349000,355260,6261,71.22222222222223,69.48333333333333
E04_14,E04,E012,355273,355335,63,69.47972222222222,69.4625
E04_14,E04,E003,435377,441679,6303,47.228611111111114,45.47805555555556
E04_14,E04,E011,441682,441748,67,45.477222222222224,45.458888888888886
E04_14,E04,E003,521790,528232,6443,23.225,21.435555555555556
E04_14,E04,E012,528257,528340,84,21.42861111111111,21.405555555555555
E04_14,E04,E029,604800,605400,601,0.16666666666666666,0.0
E04_15,E04,E011,0,9850,9851,168.16666666666666,165.43055555555554
E04_15,E04,E003,86620,96176,9557,144.10555555555555,141.45111111111112
E04_15,E04,E011,172958,182708,9751,120.12277777777778,117.41444444444444
E04_15,E04,E011,259395,269379,9985,96.1125,93.33916666666667
E04_15,E04,E003,335872,369784,33913,74.86888888888889,65.44888888888889
E04_15,E04,E003,386600,386977,378,60.77777777777778,60.67305555555556
E04_15,E04,E003,387452,390323,2872,60.541111111111114,59.743611111111115
E04_15,E04,E003,390645,390658,14,59.65416666666667,59.650555555555556
E04_15,E04,E003,518619,528906,10288,24.105833333333333,21.248333333333335
E04_15,E04,E029,604800,605400,601,0.16666666666666666,0.0
E04_16,E04,E028,397966,398070,105,57.620555555555555,57.59166666666667
E04_16,E04,E011,409677,415878,6202,54.3675,52.645
E04_16,E04,E003,503199,503199,1,28.389166666666668,28.389166666666668
E04_16,E04,E029,604800,605400,601,0.16666666666666666,0.0
E04_17,E04,E003,409978,415784,5807,54.28388888888889,52.67111111111111
E04_17,E04,E029,604800,605400,601,0.16666666666666666,0.0
E04_2,E04,E011,0,10467,10468,168.16666666666666,165.25916666666666
E04_2,E04,E011,85827,96797,10971,144.32583333333332,141.2786111111111
E04_2,E04,E011,173116,183214,10099,120.07888888888888,117.27388888888889
E04_2,E04,E003,346142,355474,9333,72.01611111111112,69.42388888888888
E04_2,E04,E029,604800,605400,601,0.16666666666666666,0.0
E04_3,E04,E029,604800,605355,556,0.16666666666666666,0.0125
E04_4,E04,E029,604800,604891,92,0.025277777777777777,0.0
E04_5,E04,E029,604800,605038,239,0.16666666666666666,0.10055555555555555
E04_6,E04,E029,604800,604806,7,0.16666666666666666,0.165
E04_7,E04,E029,604800,604967,168,0.16666666666666666,0.12027777777777778
E04_7,E04,E029,605087,605198,112,0.08694444444444445,0.05611111111111111
E04_8,E04,E003,376981,382201,5221,63.44972222222222,61.999722222222225
E04_8,E04,E003,382221,382222,2,61.994166666666665,61.99388888888889
E04_8,E04,E029,604800,604806,7,0.16666666666666666,0.165
E04_8,E04,E029,604842,604858,17,0.155,0.15055555555555555
E04_9,E04,E003,119001,130097,11097,135.11083333333335,132.0286111111111
E04_9,E04,E003,205214,216102,10889,111.16277777777778,108.13833333333334
E04_9,E04,E003,292575,302882,10308,86.89583333333333,84.03277777777778
E04_9,E04,E003,378936,388157,9222,62.906666666666666,60.34527777777778
E04_9,E04,E029,604800,605400,601,0.16666666666666666,0.0
